Id,Probability
1,0.3571860081009888
2,0.3571860081009888
3,0.3571860081009888
4,0.3571860081009888
5,0.3571860081009888
6,0.3571860081009888
7,0.4029503397490496
8,0.3571860081009888
9,0.4029503397490496
10,0.3571860081009888
11,0.3571860081009888
12,0.3571860081009888
13,0.3571860081009888
14,0.3571860081009888
15,0.3571860081009888
16,0.3571860081009888
17,0.3571860081009888
18,0.3571860081009888
19,0.3571860081009888
20,0.4029503397490496
21,0.3571860081009888
22,0.3571860081009888
23,0.3571860081009888
24,0.3571860081009888
25,0.3571860081009888
26,0.4029503397490496
27,0.3571860081009888
28,0.4029503397490496
29,0.3571860081009888
30,0.4029503397490496
31,0.3571860081009888
32,0.4029503397490496
33,0.3571860081009888
34,0.3571860081009888
35,0.4891518720053075
36,0.3571860081009888
37,0.3571860081009888
38,0.4029503397490496
39,0.3571860081009888
40,0.3571860081009888
41,0.4029503397490496
42,0.3571860081009888
43,0.3571860081009888
44,0.3571860081009888
45,0.4029503397490496
46,0.4029503397490496
47,0.4029503397490496
48,0.3571860081009888
49,0.3571860081009888
50,0.3571860081009888
51,0.3571860081009888
52,0.3571860081009888
53,0.3571860081009888
54,0.3571860081009888
55,0.3571860081009888
56,0.3571860081009888
57,0.3571860081009888
58,0.3571860081009888
59,0.3571860081009888
60,0.3571860081009888
61,0.3571860081009888
62,0.3571860081009888
63,0.3571860081009888
64,0.3571860081009888
65,0.3571860081009888
66,0.3571860081009888
67,0.3571860081009888
68,0.3571860081009888
69,0.3571860081009888
70,0.3571860081009888
71,0.4029503397490496
72,0.4891518720053075
73,0.3571860081009888
74,0.3571860081009888
75,0.3571860081009888
76,0.3571860081009888
77,0.4029503397490496
78,0.3571860081009888
79,0.4029503397490496
80,0.3571860081009888
81,0.4029503397490496
82,0.3571860081009888
83,0.3571860081009888
84,0.3571860081009888
85,0.3571860081009888
86,0.3571860081009888
87,0.3571860081009888
88,0.4029503397490496
89,0.3571860081009888
90,0.3571860081009888
91,0.3571860081009888
92,0.3571860081009888
93,0.3571860081009888
94,0.3571860081009888
95,0.3571860081009888
96,0.4029503397490496
97,0.3571860081009888
98,0.3571860081009888
99,0.3571860081009888
100,0.3571860081009888
101,0.3571860081009888
102,0.3571860081009888
103,0.4029503397490496
104,0.3571860081009888
105,0.4029503397490496
106,0.3571860081009888
107,0.3571860081009888
108,0.3571860081009888
109,0.3571860081009888
110,0.3571860081009888
111,0.4029503397490496
112,0.4029503397490496
113,0.3571860081009888
114,0.4029503397490496
115,0.3571860081009888
116,0.3571860081009888
117,0.4029503397490496
118,0.3571860081009888
119,0.3571860081009888
120,0.3571860081009888
121,0.3571860081009888
122,0.3571860081009888
123,0.3571860081009888
124,0.5376815263582312
125,0.4029503397490496
126,0.3571860081009888
127,0.3571860081009888
128,0.3571860081009888
129,0.4029503397490496
130,0.3571860081009888
131,0.3571860081009888
132,0.3571860081009888
133,0.3571860081009888
134,0.3571860081009888
135,0.3571860081009888
136,0.3571860081009888
137,0.3571860081009888
138,0.3571860081009888
139,0.3571860081009888
140,0.3571860081009888
141,0.3571860081009888
142,0.3571860081009888
143,0.4029503397490496
144,0.3571860081009888
145,0.3571860081009888
146,0.3571860081009888
147,0.3571860081009888
148,0.3571860081009888
149,0.3571860081009888
150,0.3571860081009888
151,0.3571860081009888
152,0.3571860081009888
153,0.4029503397490496
154,0.4029503397490496
155,0.3571860081009888
156,0.3571860081009888
157,0.3571860081009888
158,0.4029503397490496
159,0.5376815263582312
160,0.3571860081009888
161,0.3571860081009888
162,0.3571860081009888
163,0.4029503397490496
164,0.3571860081009888
165,0.3571860081009888
166,0.4029503397490496
167,0.5376815263582312
168,0.4029503397490496
169,0.3571860081009888
170,0.3571860081009888
171,0.3571860081009888
172,0.4029503397490496
173,0.3571860081009888
174,0.3571860081009888
175,0.3571860081009888
176,0.5376815263582312
177,0.3571860081009888
178,0.3571860081009888
179,0.3571860081009888
180,0.3571860081009888
181,0.3571860081009888
182,0.3571860081009888
183,0.3571860081009888
184,0.3571860081009888
185,0.3571860081009888
186,0.4029503397490496
187,0.3571860081009888
188,0.3571860081009888
189,0.3571860081009888
190,0.3571860081009888
191,0.3571860081009888
192,0.3571860081009888
193,0.3571860081009888
194,0.3571860081009888
195,0.3571860081009888
196,0.3571860081009888
197,0.4029503397490496
198,0.3571860081009888
199,0.4029503397490496
200,0.3571860081009888
201,0.3571860081009888
202,0.3571860081009888
203,0.3571860081009888
204,0.3571860081009888
205,0.4029503397490496
206,0.4029503397490496
207,0.4029503397490496
208,0.4029503397490496
209,0.3571860081009888
210,0.4029503397490496
211,0.3571860081009888
212,0.3571860081009888
213,0.3571860081009888
214,0.3571860081009888
215,0.4029503397490496
216,0.3571860081009888
217,0.3571860081009888
218,0.3571860081009888
219,0.3571860081009888
220,0.3571860081009888
221,0.3571860081009888
222,0.3571860081009888
223,0.3571860081009888
224,0.4029503397490496
225,0.3571860081009888
226,0.3571860081009888
227,0.3571860081009888
228,0.3571860081009888
229,0.4029503397490496
230,0.3571860081009888
231,0.3571860081009888
232,0.3571860081009888
233,0.3571860081009888
234,0.3571860081009888
235,0.4029503397490496
236,0.4029503397490496
237,0.5376815263582312
238,0.4029503397490496
239,0.3571860081009888
240,0.3571860081009888
241,0.3571860081009888
242,0.3571860081009888
243,0.3571860081009888
244,0.3571860081009888
245,0.3571860081009888
246,0.3571860081009888
247,0.3571860081009888
248,0.4029503397490496
